102,-1,208.30,21.52,57.15,34.65,0.76,-1,-1,-1
102,-1,35.33,24.00,94.16,43.51,0.75,-1,-1,-1
102,-1,95.07,359.10,142.81,99.79,0.61,-1,-1,-1
103,-1,33.97,57.63,136.58,83.34,0.91,-1,-1,-1
103,-1,31.80,22.36,92.17,40.88,0.80,-1,-1,-1
103,-1,208.28,21.57,57.17,34.57,0.74,-1,-1,-1
103,-1,384.30,122.53,154.11,76.95,0.70,-1,-1,-1
104,-1,38.18,58.62,137.25,83.43,0.92,-1,-1,-1
104,-1,372.55,118.92,154.78,77.23,0.84,-1,-1,-1
104,-1,28.29,21.54,90.42,39.55,0.81,-1,-1,-1
104,-1,208.28,21.53,57.18,34.65,0.75,-1,-1,-1
104,-1,95.02,359.18,142.77,99.71,0.52,-1,-1,-1
105,-1,42.90,60.46,138.37,84.11,0.93,-1,-1,-1
105,-1,26.29,20.33,86.63,40.09,0.85,-1,-1,-1
105,-1,362.77,114.78,152.17,77.40,0.84,-1,-1,-1
105,-1,208.31,21.53,57.14,34.59,0.76,-1,-1,-1
105,-1,94.81,360.11,142.88,98.73,0.52,-1,-1,-1
106,-1,46.39,62.08,139.92,84.14,0.93,-1,-1,-1
106,-1,350.62,112.94,152.06,77.30,0.90,-1,-1,-1
106,-1,22.57,18.58,86.89,42.57,0.86,-1,-1,-1
106,-1,208.29,21.53,57.17,34.61,0.76,-1,-1,-1
106,-1,94.81,359.87,142.83,98.96,0.53,-1,-1,-1
107,-1,49.67,62.64,142.82,85.42,0.92,-1,-1,-1
107,-1,342.63,109.99,148.91,76.09,0.83,-1,-1,-1
107,-1,19.55,17.49,85.54,43.14,0.81,-1,-1,-1
107,-1,208.31,21.52,57.16,34.63,0.77,-1,-1,-1
107,-1,94.90,359.88,142.74,98.95,0.55,-1,-1,-1
108,-1,55.18,63.74,142.90,86.98,0.92,-1,-1,-1
108,-1,330.02,107.14,149.05,75.04,0.89,-1,-1,-1
108,-1,15.99,15.28,84.82,43.83,0.81,-1,-1,-1
108,-1,208.29,21.52,57.25,34.64,0.78,-1,-1,-1
108,-1,96.50,360.31,139.30,96.84,0.52,-1,-1,-1
109,-1,60.07,64.71,143.50,88.24,0.93,-1,-1,-1
109,-1,318.90,104.82,147.62,72.74,0.91,-1,-1,-1
109,-1,13.32,15.30,84.33,41.74,0.78,-1,-1,-1
109,-1,208.24,21.52,57.32,34.66,0.78,-1,-1,-1
